id,name,area,type,x,y,rel
58,上海滩新昌城,黄浦区,住宅区,660.1906890179962,3076.0368140996434,0.10904545778210761
59,华盛大公馆,黄浦区,住宅区,817.706227067858,2625.232467926573,0.16506606615265287
60,金色家园,黄浦区,住宅区,905.3428474795072,3066.6167235421017,0.1777354579378964
61,上海壹街区,静安区,住宅区,599.435822237283,2476.827477695886,0.1542698063547792
62,海玥黄浦源,黄浦区,住宅区,562.3110423926264,3226.6419248399325,0.26574750183038587
63,成都北路772弄9号,静安区,住宅区,647.9398461803794,2876.814496848732,0.17135066533871784
64,黄河路281弄小区,黄浦区,住宅区,940.535393467173,2965.1903009726666,0.15618690193747614
65,三成坊,黄浦区,住宅区,933.6291641313584,2836.2643428272568,0.2085392166316497
66,黄河路253弄小区,黄浦区,住宅区,988.2673061583192,2927.586825986393,0.12818484499495253
67,长发大厦,黄浦区,写字楼,959.8935329001396,1779.5755220795982,0.9406590942262119
68,上海招商局广场,静安区,写字楼,723.0487509313971,1778.219722776208,0.7223651931039312
69,上海招商局广场-北楼,静安区,写字楼,750.078558113426,1791.9637290099636,0.9960660809801551
70,恒利国际大厦,静安区,写字楼,753.637161700055,1662.5162351536565,0.9316734307889972
71,中国民生银行大厦,黄浦区,写字楼,1156.290797945112,1845.6805823300965,0.7596147044602517
72,上海招商局广场-东楼,静安区,写字楼,764.9216280318797,1813.2503695003688,0.7016566351370807
73,中区广场,黄浦区,写字楼,1166.3661610279232,1946.6663721837103,0.9446384285364502
74,上海招商局广场-南楼,静安区,写字楼,705.325967233628,1749.7113215844147,0.9120572031542851
75,重庆大楼,黄浦区,写字楼,1179.787450740114,1707.8281370275654,0.9187021504122962
76,新成大楼,静安区,写字楼,749.6292234007269,1885.8132543363608,0.9313811040057838
77,黄浦区瑞金二路街道社区服务综合楼,黄浦区,写字楼,1182.9400924164802,731.6590804555453,0.7222133955202271
78,金雁坊,黄浦区,写字楼,1137.3834835886955,797.9280427340418,0.8075397185632818
79,TX淮海-商务写字楼A楼,黄浦区,写字楼,1042.665705513209,811.0330039518885,0.7347607178575388
80,城汇大厦,黄浦区,写字楼,1181.3454796411097,585.2013230482116,0.958931027762678
81,永业大楼,黄浦区,写字楼,1111.1070319786668,854.2172853089869,0.8869894380482674
82,上海锦江国际购物中心商务写字楼,黄浦区,写字楼,1006.5575140248984,800.072105305735,0.7992694074557947
83,雁荡大厦,黄浦区,写字楼,1119.6605430599302,550.7600873778574,0.7190675050858071
84,科学会堂-4号楼,黄浦区,写字楼,1068.3364664912224,624.7068441309966,0.7932946965146986
85,南利企业大楼,黄浦区,写字楼,1128.2783691789955,597.6775661963038,0.7975549966080241
86,飞龙大楼,黄浦区,写字楼,977.0647561382502,865.661864307709,0.9188818535014192
87,瑞福南大楼,黄浦区,写字楼,2363.400380242616,1889.7889517829756,0.8912672414065639
88,申鑫大厦,黄浦区,写字楼,2430.1412261500955,1940.229495973792,0.9661638227728979
89,合众商务楼,黄浦区,写字楼,2363.506917666644,1984.0422432189807,0.8416644775485848
90,东新大厦,黄浦区,写字楼,2473.0548020172864,1872.9229067382405,0.7358782737814905
91,东海商业中心东楼,黄浦区,写字楼,2337.231393978,2104.1001552883536,0.9139734361668985
92,金陵东路396号大楼,黄浦区,写字楼,2434.034228408709,1773.5406346325765,0.9282355145850693
93,金陵商厦,黄浦区,写字楼,2505.548502454534,1812.8406975776888,0.8683831592708489
94,远洋商业大厦2期,黄浦区,写字楼,2254.2005808353424,2048.1013265303336,0.9312901539863683
95,远洋商业大厦,黄浦区,写字楼,2294.2182924691588,2083.7578555783257,0.8481386789093173
96,凯腾大厦,黄浦区,写字楼,2307.1010730993003,1699.7106028269045,0.8568198488145982
97,曙光大厦,黄浦区,写字楼,2109.611291835085,1073.389953374863,0.8282623055075649
98,企业天地-5号楼,黄浦区,写字楼,2118.9836032018065,902.0268361228518,0.7076257380232285
99,村田中国总部办公楼,黄浦区,写字楼,2075.8802733384077,876.4316680338234,0.7323674280979913
100,企业天地商业中心,黄浦区,写字楼,1980.690799459815,856.0086174812168,0.7094287557060203
101,企业天地-二期,黄浦区,写字楼,2135.2891841083765,869.5521490587853,0.8909231233791342
102,无限极大厦,黄浦区,写字楼,1986.355027521029,825.5384170743637,0.794306794322898
103,企业天地-3号楼,黄浦区,写字楼,1999.752963481471,853.1465122322552,0.8525712073494108
104,十方大厦,黄浦区,写字楼,2057.6024535615,1165.929542005062,0.9722699421778279
105,企业天地-2号楼,黄浦区,写字楼,1869.2182136606425,841.9737372747622,0.7747876687446624
106,建发大厦,黄浦区,写字楼,2250.901585085317,1173.92037950363,0.8231148769106889
107,中环广场-办公楼,黄浦区,写字楼,1434.1941881887617,979.7501959740184,0.9266653415629146
108,博银国际大厦,黄浦区,写字楼,1317.4007981158793,1075.2919080671854,0.7686394496474867
109,上海医药大厦,黄浦区,写字楼,1540.905248738825,906.354404204525,0.7230939729486379
110,中海大厦,黄浦区,写字楼,1288.7178687229753,1050.8315423745662,0.7869254358741303
111,静安区688广场写字楼,静安区,写字楼,526.505188787356,2212.6533172759227,0.7483663861762013
112,仲益大厦,静安区,写字楼,669.5380465816706,2254.4277203571983,0.9789092957027719
113,仲益大厦-主楼,静安区,写字楼,668.540994817391,2254.6662543327548,0.9424361138693251
114,峻岭广场,静安区,写字楼,806.9143821131438,2325.025490226224,0.8900211269531271
115,仲益大厦-B座,静安区,写字楼,674.2991605531424,2217.949014618061,0.9614381770563153
116,恒基688广场,静安区,写字楼,519.3058416806161,2245.045508652925,0.9411016230697343
117,仲益大厦-副楼,静安区,写字楼,657.2395590543747,2238.1451817867346,0.7559710176658108
118,南证大厦,静安区,写字楼,677.1768754348159,2171.795428544283,0.9677676995469933
119,峻岭广场-一期,黄浦区,写字楼,827.6302984077483,2327.828620637767,0.8618026725746952
120,东莱大楼,静安区,写字楼,683.2679724879563,2121.9373344518244,0.9422320465492188
121,亚洲大厦,黄浦区,写字楼,2017.9441655706612,2565.5970997340046,0.968827389977048
122,世界贸易大厦,黄浦区,写字楼,2436.252820799127,2377.1167793106288,0.7954010424915592
123,腾飞元创大厦,黄浦区,写字楼,1970.6426139958205,2659.9298825929877,0.733015577358303
124,都市总部大楼,黄浦区,写字楼,1980.3342166822404,2172.428195251152,0.7683805487625824
125,华旭国际大厦,黄浦区,写字楼,1786.5658447574824,2523.004218761809,0.8281323365878769
126,上海来福士广场办公楼,黄浦区,写字楼,1874.3077882248908,2423.9616974280216,0.9454044297767479
127,中福大厦,黄浦区,写字楼,2075.354316821322,2583.428190689534,0.958219174976903
128,长江新能源大厦,黄浦区,写字楼,1980.0421467460687,2554.9244943000376,0.7020856391593572
129,华鑫海欣大厦,黄浦区,写字楼,1989.3252878505737,2372.5839523100294,0.8532241907732697
130,华生古象大楼,黄浦区,写字楼,2134.097289476544,2597.885485368315,0.8252233009446337
131,上海中医药大学附属曙光医院西院-住院部,黄浦区,医疗,2145.395155299455,1121.3519624159671,0.14442156209414606
132,上海时光整形外科医院(曙光新天地院),黄浦区,医疗,2106.065992007032,1069.4141137646511,0.12397307346673657
133,上海中医药大学附属曙光医院-上海曙名中医门诊部,黄浦区,医疗,2113.2744894064963,1056.5422576577405,0.1675230342807256
134,上海中医药大学附属曙光医院(西院),黄浦区,医疗,2151.159825820476,1117.8217083956115,0.2885819407825038
135,麒迹医疗,黄浦区,医疗,2116.6690939385444,869.1809206730686,0.16464058640415105
136,和睦家医疗(上海沛源门诊部),黄浦区,医疗,2290.2183956038207,1300.1540991244838,0.20375812434867321
137,群力中医门诊部,黄浦区,医疗,2447.8947705123574,1764.0294921603054,0.24060379177903557
138,上海中医药大学附属曙光医院-骨伤科,黄浦区,医疗,2095.64512776956,1077.4052786091345,0.1727259204758588
139,曙光医院-名医诊疗中心,黄浦区,医疗,2091.9907985553145,1068.2205471051857,0.2943564165441921
140,上海中医药大学附属曙光医院-风湿免疫科,黄浦区,医疗,2068.923646658659,1112.5313986246474,0.29248945898842227
141,上海交通大学医学院附属瑞金医院(卢湾分院),黄浦区,医疗,1402.2460592798889,561.112365486566,0.15035645916507284
142,上海美中嘉和肿瘤门诊部,黄浦区,医疗,1432.4901639558375,558.7904056003317,0.1994497011784771
143,上海翻范医疗美容门诊部,黄浦区,医疗,1590.3820085059851,112.6150292600505,0.16017566196335392
144,上海市瑞金医院(卢湾分院)-体检中心,黄浦区,医疗,1422.499120991677,601.9090675963089,0.1569680988754935
145,瑞金医院卢湾分院-住院部,黄浦区,医疗,1384.6224370133132,581.1541749793105,0.10737738947090657
146,上海韩卓医疗美容门诊部,黄浦区,医疗,1125.5497173070908,752.6289371396415,0.22191286679597938
147,瑞金医院卢湾分院-发热门诊,黄浦区,医疗,1408.7803411949426,564.6414802577347,0.2005358046457723
148,上海铂曼光环医疗美容诊所,黄浦区,医疗,1508.2533361632377,831.9664779528975,0.11029575024999788
149,黄浦区香山中医医院(中西医协同lam诊疗部),黄浦区,医疗,1302.1974123995751,180.54568776628005,0.1557292928473223
150,Lime Dance舞蹈艺术中心,黄浦区,教育培训,333.3898963499814,1148.662611687556,0.8724797657899961
151,上舞国风&舞蹈(茂名南路店),黄浦区,教育培训,101.42576086521149,1184.6759098330513,0.6718685672000917
152,木坊画室,黄浦区,教育培训,496.2865214534104,334.4778575208038,0.6434684616273669
153,上海市向明中学东区(卢湾校区),黄浦区,教育培训,522.7275548949838,897.3030714928173,0.7468358280832689
154,上海宝丽职业培训学校,黄浦区,教育培训,34.05966073833406,1100.6961173843592,0.8956951362331802
155,AnGo国际艺术设计留学作品集,静安区,教育培训,288.5818354655057,1292.4751915051602,0.6726165814534502
156,杨之光美术书法(静安校区),静安区,教育培训,314.2919607162476,1287.93210886186,0.8016406642217636
157,凯恩备考,静安区,教育培训,122.72803890891372,1599.8194775083102,0.8284858845986153
158,新航道雅思托福英语培训(人民广场校区),黄浦区,教育培训,1088.832907628268,2272.7354976930656,0.6712912631977199
159,arche溯源艺术工作室,黄浦区,教育培训,1068.1599535122514,2580.5692002116702,0.8184649045835579
160,贤达教育,黄浦区,教育培训,912.1437509283425,2214.4923700424843,0.710334939815776
161,上海德瑞姆职业技能培训中心,黄浦区,教育培训,1056.7230158261957,2408.586103971582,0.7896917491780738
162,新航道锦秋A-Level学院(人广校区),黄浦区,教育培训,1095.59160326235,2290.72303302167,0.7900589132282684
163,学为贵留学·雅思·托福·国际备考培训(仙乐斯广场店),黄浦区,教育培训,987.6923513989896,2214.7486784551293,0.7607324052224276
164,原子艺术Knock Artom儿童美术中心,黄浦区,教育培训,930.3106462173164,2209.4299968048,0.6270869310163225
165,英国标准协会BSI(仙乐斯广场店),黄浦区,教育培训,1013.723633505404,2204.265451364219,0.8505907486767714
166,上海清晖管理咨询有限公司(总部),静安区,教育培训,811.0135122630745,2327.980597644113,0.6962340194915208
167,上海棋牌院,静安区,教育培训,642.054203806445,2065.7061765464023,0.6559555531199562
168,致敬大师99毕加索艺术中心,黄浦区,教育培训,1570.2610039934516,2040.397219278384,0.6122325424664291
169,指南者留学,黄浦区,教育培训,2099.691920859739,1946.1216507176869,0.7772678829564725
170,澜大培优(黄浦图书馆校区),黄浦区,教育培训,2090.834909746424,2322.4417659309693,0.8032693085526847
171,Pearson Professional Centers-Shanghai North,黄浦区,教育培训,2019.9371536783876,2555.222147036344,0.6049763486783568
172,DANCEPLUS芭蕾舞蹈(人民广场店),黄浦区,教育培训,2337.785840827972,2114.004675492178,0.7536279174897843
173,YAROSE舞蹈生活空间(淮海店),黄浦区,教育培训,2069.868045276031,1293.0886998446658,0.6679487325593814
174,上海博物馆(人民广场馆),黄浦区,旅游景点,1744.9881987273693,1816.501672087703,0.12903455808189
175,上海大世界(西藏南路店),黄浦区,旅游景点,2155.8927391264588,1820.185783481691,0.03487328580099829
176,淮海公园,黄浦区,旅游景点,1955.541861064732,1147.047960137017,0.1381875476204932
177,太平桥公园,黄浦区,旅游景点,1965.134757399559,694.2953834868968,0.07734706926010748
178,大韩民国临时政府旧址,黄浦区,旅游景点,1646.3945091366768,387.5298977168277,0.18734599774734692
179,中国共产党第一次全国代表大会纪念馆,黄浦区,旅游景点,1788.369674786925,749.5431017200463,0.027504188829198653
180,上海孙中山故居纪念馆,黄浦区,旅游景点,885.8733043819666,228.2303477777168,0.0682132702100517
181,又新印刷所旧址,黄浦区,旅游景点,1897.3453413452955,213.67935922555623,0.022694704248117814
182,上海银行博物馆,黄浦区,旅游景点,1829.38412620686,275.62864870531484,0.18493872365571257
183,树德里,黄浦区,旅游景点,1729.305499812588,768.5826856838539,0.1754678706761962
184,复兴公园,黄浦区,旅游景点,1030.9298283569517,336.8896707314998,0.051588325543031124
185,中国青年编辑部旧址,黄浦区,旅游景点,1304.8274305965751,1261.406015074812,0.13199680920683582
186,辅德里公园,静安区,旅游景点,772.1922516282648,1358.5842439993285,0.16344444004024317
187,中国共产党第二次全国代表大会会址纪念馆,静安区,旅游景点,751.6037239357829,1288.8801099751145,0.11104016231989247
188,花岛鱼跃,黄浦区,旅游景点,1363.1896379832178,1328.3121460331604,0.10593011567120131
189,上海新视艺正和美术馆,黄浦区,旅游景点,1559.4200737290084,1192.5952979233116,0.04837045818009034
190,上海自然博物馆,静安区,旅游景点,307.1866208780557,2692.5910088378005,0.018620553561179844
191,静安雕塑公园,静安区,旅游景点,423.0872432570905,2675.494436294306,0.17944315159066537
192,人民公园,黄浦区,旅游景点,1474.7823311500251,2354.9110887246206,0.1800836114326661
193,上海体育博物馆,黄浦区,旅游景点,1346.9681936576962,2528.614216577728,0.1266202914546536
194,上海杜莎夫人蜡像展览馆(新世界城店),黄浦区,旅游景点,1496.2050409223884,2627.751191496849,0.06780595820974014
195,上海市历史博物馆-东楼,黄浦区,旅游景点,1244.461744280532,2134.579380332026,0.06984191492253218
196,药草园,黄浦区,旅游景点,809.7967637218535,1169.113878837321,0.14519113577404788
197,上海中共二大和平民女校旧址,静安区,旅游景点,753.5978624634445,1288.6638050000183,0.17942205199051542
198,中国社会主义青年团中央机关旧址纪念馆,黄浦区,旅游景点,920.94465569593,759.2415855452418,0.17741728485302347
199,春美术馆,黄浦区,旅游景点,2076.871521711349,2333.48713594675,0.1559751091715248
200,The Cheesecake Factory芝乐坊餐厅(兴业太古汇店),静安区,美食,429.2228591032326,1850.3536017304289,0.12840632923085757
201,鼎泰丰(兴业太古汇店),静安区,美食,387.889731766656,1916.001578155905,0.016827992999009767
202,何洪记·1946·粥面专家(兴业太古汇店),静安区,美食,352.76284372992814,1944.6844481029548,0.032325742818922754
203,Yoga's粉分子(南京西路店),静安区,美食,656.6833521891385,2204.674581109546,0.17971083770541585
204,三清潭烧鹅(兴业太古汇店),静安区,美食,394.76905083842576,1765.7891594804823,0.121285811931918
205,福祿居·匠ATELIER(兴业太古汇店),静安区,美食,374.8190824445337,1827.8545958381144,0.0018394103233259297
206,Azabuya麻布屋(兴业太古汇店),静安区,美食,356.5337168369442,1861.317374510225,0.020294308573206424
207,九龙冰室(兴业太古汇店),静安区,美食,349.67420188710093,1725.5275854803622,0.13270035382161116
208,新荣记(南京西路店),静安区,美食,522.4054681453854,2207.878272046335,0.0010123167692437374
209,老吉士(兴业太古汇店),静安区,美食,439.7582321371883,1734.9788643317297,0.03216161028349973
210,光明邨大酒家(淮海中路总店),黄浦区,美食,849.029714172706,807.0985714155249,0.10974675787331722
211,转角·老弄堂餐厅(淮海路店),黄浦区,美食,409.9323125965893,898.1494878246449,0.13837903953853867
212,广舟(巨鹿店),黄浦区,美食,515.759298607707,1195.353133614175,0.13039225190052012
213,华华川菜馆(大沽路店),静安区,美食,777.7127057388425,1444.4880229649134,0.04485386189211196
214,小狗面馆·杭帮拌川·片儿川(大沽路店),静安区,美食,700.2766362428665,1438.61490713479,0.14243584426950717
215,El Santo Tacos&Tequila(158坊店),黄浦区,美食,614.0484712198377,1141.6399114453234,0.04744981749936002
216,Nomad,黄浦区,美食,739.236562775448,1143.3428014679812,0.06507993963185355
217,Miss Poke波奇鲜食饭(大沽路店),静安区,美食,497.6457022316754,1412.6038406644948,0.14929828102360485
218,味香斋(雁荡路店),黄浦区,美食,1109.45073437877,840.9041353147477,0.12992657980944294
219,枫烧鸟日式串烧居酒屋,黄浦区,美食,636.0868752878159,1170.756463689264,0.1698446820988356
220,小山日本料理(兴业太古汇店),静安区,美食,383.7967405728996,1796.0195281947963,0.13152257846006868
221,云南路美食街,黄浦区,美食,2192.353517219424,1896.7986955866215,0.11366172066709433
222,鲜得来排骨年糕(云南南路店),黄浦区,美食,2220.623403113336,1829.6574286222456,0.018734953565618495
223,小绍兴(云南南路店),黄浦区,美食,2306.428634574637,1762.0524121089838,0.0735431606118867
224,上海1号私藏菜(黄浦店),黄浦区,美食,2368.1164606511597,1455.2218995131552,0.05304047353634509
225,小金陵盐水鸭店(云南南路店),黄浦区,美食,2281.146718543023,1836.16261270456,0.04879792867581672
226,大壶春(云南南路店),黄浦区,美食,2331.708842171356,1723.0870773876086,0.19460211095048913
227,沪西老弄堂面馆(广东路店),黄浦区,美食,2457.76571819745,2402.374030199833,0.07861954493335209
228,毒蛇面馆(人民广场店),黄浦区,美食,1982.0191595572976,2438.050574894063,0.17840931103542268
229,燕云楼(云南路店),黄浦区,美食,2277.16233577393,1767.4824164290912,0.12622772519945258
230,小杨生煎(福州路店),黄浦区,美食,2218.4160687997937,2398.004472695291,0.1589622607083297
231,日昇酒家(延安东路店),黄浦区,美食,1678.5297501590103,1650.655896778684,0.10052741862103842
232,南京大牌档(人民广场店),黄浦区,美食,1216.7850315589458,2365.175125324633,0.11538077692527182
233,东泰祥生煎馆(重庆北路店),黄浦区,美食,1158.5416219178587,1548.4087309199383,0.09850353876377278
234,噗噗满手抓饭(人民广场店),黄浦区,美食,2003.715124487877,2017.7279323842376,0.039048597559608905
235,味千拉面(迪美购物中心店),黄浦区,美食,1510.332668690011,1864.8962454623545,0.14449042305230106
236,功德林(南京西路店),黄浦区,美食,986.359018759802,2130.748084165621,0.05615447248817116
237,不入川豆花馆(新天地店),黄浦区,美食,1643.603883991018,649.9814116279595,0.004863193286290768
238,米喃贵州小酒馆(新天地店),黄浦区,美食,1645.92303243652,666.1707682893611,0.12909445918143356
239,行家荟(新天地店),黄浦区,美食,1736.9223089441657,587.4430483053438,0.03542213588140979
240,MIYAKI居酒屋(上海新天地新里店),黄浦区,美食,1741.0936265531927,670.3093454050831,0.18809171687058288
241,铁板达人(新天地店),黄浦区,美食,1655.241119114682,641.1235783039592,0.19078571540051747
242,上海滩餐厅(新天地店),黄浦区,美食,1714.9855279196054,833.6126794475131,0.1829728780440897
243,赤龙牛杂·大肠(淡水路店),黄浦区,美食,1470.767051609233,445.3669201056473,0.07403174005108888
244,THEHOUSE新里(上海新天地南北里店),黄浦区,美食,1742.8708650898188,660.5860259006731,0.003091323305773486
245,遇外滩(新天地店),黄浦区,美食,1689.7146946378052,857.2764621707611,0.1856637125175451
246,翰林轩(大上海时代广场店),黄浦区,美食,2028.636109797284,1311.3863697820343,0.08563682966346287
247,圆苑(淮海路店),黄浦区,美食,1745.5186971500516,1305.0639883535914,0.19333096380873394
248,黔香阁(大上海时代广场店),黄浦区,美食,2025.7554581612349,1308.4639456570148,0.19272399541785057
249,竹屋川菜(时代广场店),黄浦区,美食,2063.655735457316,1316.0026384498924,0.170601891093472
250,拉蒂娜·巴西牛排馆Latina·Brazilian Steakhouse(大上海时代广场店),黄浦区,美食,2059.559167187661,1300.4298576437868,0.05888977841391714
251,费大厨辣椒炒肉(上海新天地店),黄浦区,美食,1623.0455591492355,1085.3004936859943,0.07701954572038505
252,刘栋梁大排档(淮海东路店),黄浦区,美食,2316.458121826872,1439.0216614264064,0.1702273343033714
253,Bun Cha Cha(力宝广场店),黄浦区,美食,1739.7604365926236,1292.7047234582717,0.06338440103125553
254,金时代顺风港湾(兰生大厦店),黄浦区,美食,2207.259303431958,1488.3385888482444,0.033898549337218496
255,荣小馆(安达仕店),黄浦区,美食,1756.034065950662,981.963661141228,0.11136025249167003
256,椒点·川粤精品(香港广场店),黄浦区,美食,1686.754391880706,1074.1881877090782,0.1872309548321562
257,五里关火锅(云南南路店),黄浦区,美食,2463.012770395726,1508.5106189828366,0.1392059593349946
258,小辉哥火锅(香港广场购物中心北区店),黄浦区,美食,1599.2902502398938,1238.5055038901046,0.114012234017873
259,大米先生(香港广场店),黄浦区,美食,1693.4898617342114,1145.6628912449814,0.01943529875415371
260,GREEN & SAFE(新天地店),黄浦区,美食,1618.5000466443598,797.6803862657398,0.12300144533983395
261,猴子爬杆,黄浦区,自然景观,1479.8809367138892,2379.109253454022,0.297016155031279
262,荷花池,黄浦区,自然景观,1369.2010000068694,2251.80038670823,0.04202520457095721
263,西山瀑布,黄浦区,自然景观,1353.5753834005443,2134.023038801737,0.155498895709121
264,张思德像,黄浦区,自然景观,1283.678706170991,2198.597490007989,0.26321192157838663
265,流星锤,黄浦区,自然景观,1523.5290883462876,2379.9420714699663,0.22223058532626133
266,上海城市规划展示馆,黄浦区,自然景观,1726.591426514089,2227.225965952035,0.20910472229858038
267,天鹅与鸳鸯,黄浦区,自然景观,1533.9400981105864,2356.476348400116,0.21074522519613278
268,水榭长廊,黄浦区,自然景观,1387.145903332159,2237.3583155022934,0.10784734536592655
269,静安雕塑公园,静安区,自然景观,423.0872432570905,2675.494436294306,0.088077553279348
270,近代上海,黄浦区,自然景观,1245.790720494464,2124.324425768107,0.24280834664355408
271,喷泉,黄浦区,自然景观,1058.0422816108912,387.7337770368904,0.24303401840375422
272,中国共产党第一次全国代表大会会址,黄浦区,自然景观,1712.1372181307524,756.6293043657206,0.2601216955740311
273,水榭长廊,黄浦区,自然景观,1037.2077916208657,205.0633729225956,0.2739721657669414
274,中国共产党第二次全国代表大会会址纪念馆,静安区,自然景观,751.6037239357829,1288.8801099751145,0.15340271965828134
275,假山瀑布,黄浦区,自然景观,992.797168482095,187.1503412681632,0.15045488840615986
276,玫瑰园,黄浦区,自然景观,879.3179433867335,467.8141595488414,0.23948855369003252
277,树德里,黄浦区,自然景观,1729.305499812588,768.5826856838539,0.19498917923332953
278,亨利杜南,黄浦区,自然景观,902.192298470065,1148.3902506395243,0.210590063177311
