id,x,y
345,27179.141745099798,32583.397623114754
346,52009.99125835113,53903.94646774558
347,56502.908103015274,42352.23806002317
348,63452.62885563262,57625.580562141724
349,58812.73318810202,48800.02410587063
350,23598.01364413835,27523.361467079725
351,35784.230651902035,30179.524481345434
352,39855.047222174704,8953.333336018026
353,46240.3604832273,23672.07761763176
354,23335.281545627862,59304.827143394854
355,46005.50828031637,41096.30870818207
356,35038.339935788885,43026.45216888422
357,43112.25835349783,43624.103601801675
358,55102.55321934447,42147.00671208883
359,56953.76015614532,55367.916938565206
360,49956.23657952063,50548.23557997914
361,39266.389564489946,42589.151034099516
362,53362.75461782515,39491.93660960626
363,40403.35688515939,37502.21546497056
364,2978.317180177197,47158.50860451162
365,36180.39629456401,18301.5751944785
366,36730.37917932309,44438.78360191174
367,61862.97825260833,53390.075918494724
368,57011.649658914655,45622.48165654717
369,10413.334858862683,45240.477075659204
370,17280.600881962106,27764.86118300585
371,34334.78450875729,24383.820524024777
372,25095.25799654983,36717.229187073186
373,13165.182867320254,52099.24483429594
374,21116.862111182883,55064.60898729088
375,18080.735478339717,52789.68076457502
376,25724.147314203903,61102.94005654054
377,30492.072065249085,25013.044860662892
378,27651.21934680082,47498.97024051938
379,23585.794474432245,59840.860411724076
380,7180.555564215407,49193.831277811434
381,23746.46199092269,57438.33373238379
382,23212.263403955847,60401.18206615094
383,25715.260802101344,56763.55100578535
384,18847.952178305015,53639.83749734098
385,13541.270093429834,24188.10864297673
386,42056.97090972401,29607.393689906225
387,21610.162030089647,55294.92279234575
388,15233.521413812414,51890.4404412508
389,21485.61236513406,22403.837500560563
390,33047.837133916095,20879.51549839182
391,25532.6911452692,58267.01126262918
392,30537.1576362662,23748.320493139792
393,23753.825987527147,59796.582487622276
394,26716.01008738391,44451.886844002176
395,21913.73617788963,66598.1988940239
396,47419.252165555954,30027.850899750367
397,19223.13719448261,30185.086253826972
398,31709.874675760046,29647.741366827395
399,27243.727451445535,58551.828866686206
400,39571.254750085995,13064.760055171791
401,14273.849405605346,24989.6659479863
402,35835.391359787434,24905.231480889488
403,24499.295381238684,58514.3656304013
404,49122.50713947788,32574.22407571599
405,20281.83075609617,55937.56036385009
406,16724.021708564833,39353.183263523504
407,43655.587883390486,30510.665674133692
408,32680.721738453954,34850.12128642667
409,29273.085214057937,52424.369500133675
410,22790.991117097437,68887.8922767723
411,29288.42256992869,25082.68641114747
412,19229.868163825944,39639.09085931443
413,14840.523536054417,19774.479323497508
414,18493.422804689035,21799.423201369587
415,27746.850146682933,24841.76524413936
416,37903.085214458406,16248.286080172285
417,38366.471851339564,25248.337777189445
418,20137.359999923036,21662.651795594953
419,30548.758961122483,11260.858913964592
420,22776.460654467344,58489.20009112451
421,25366.792817115784,37340.423261015676
422,28525.090095799416,62117.56042874232
423,7673.772811500356,47550.95838012686
424,24243.62393077649,56932.54279664252
425,31968.334181347862,61017.530744808726
426,37067.67565762997,13567.56609031558
427,16816.44966849871,52362.953777009156
428,19150.755789468065,50847.280355132185
429,22995.765586774796,47001.16536246706
430,33708.37913530879,43516.79528017016
431,42307.45275976509,24715.869239518885
432,21470.25088069029,24455.035610155202
433,26608.07039789483,8780.939443863463
434,2995.0411759074777,43548.764590092935
435,17863.912377007306,48733.74112805724
436,13420.136166989803,35478.502378745005
437,22404.673521073535,20722.42248227494
438,17349.904228251427,21915.99112651078
439,30986.221093712375,15924.061366426293
440,31702.06381888315,23954.664687265642
441,30643.413098644465,23726.25612151483
442,22633.60519363731,64870.4872176121
443,7624.62619991228,45613.28758808598
444,27713.551542915404,31084.25275924243
445,1872.9239084292203,41384.484196301084
446,16945.55307054706,35924.31632509362
447,14342.171295890585,45635.04264322296
448,32698.438350562006,26368.94363525603
449,50305.702902155,56770.83648954565
450,31981.388814320788,17075.34249782469
451,45658.21254709549,12419.529911316466
452,30778.765242360532,25923.24593794113
453,24968.27905405499,36900.33374536829
454,42574.722661746666,21693.54509895947
455,30160.28451837413,57892.27643568441
456,31117.8180417791,60882.03078968497
457,30164.716323181987,55375.72104019718
458,29820.160075722262,62199.56694257818
459,31109.867542985827,62622.66156337829
460,31260.68380712904,57942.65438346565
461,13248.615115275607,52619.290932205506
462,22758.71387308836,31073.61413852824
463,33776.04045799747,12425.850464476272
464,21576.44870234281,63680.33062859345
465,54059.56584595144,50112.783043502364
466,21775.72233611904,32479.468901052605
467,31763.878302404657,15778.685331931803
468,92044.03208109736,57731.84055394726
469,46112.38945044018,24241.091556050815
470,30212.59180655144,25736.89276852971
471,44251.326798466966,30918.385192906484
472,33879.49235625006,28961.21048056148
473,628.4724501874298,45063.175115010235
474,55448.16402907483,46021.62606891245
475,46542.135362036526,58668.91652343795
476,41868.89435304515,54178.015021854546
477,38067.91314805299,53861.95754018519
478,54253.80138850398,54724.949906341266
479,60473.8526851479,55573.44871127652
480,37891.987734701484,52386.323517705314
481,47759.24729702063,45646.81434426503
482,41838.91675297171,51424.26281651622
483,46320.521321672946,47564.01272414392
484,35943.37665558793,43883.966573342215
485,52733.55112185702,57074.27773960866
486,55332.37768364139,52013.855356979184
487,57721.8335884884,43702.30331150349
488,62399.167803766206,51325.56764556281
489,49781.51204108074,37254.585443934426
490,53073.14424933866,38079.38103391323
491,36644.694161925465,62051.253835600335
492,48290.893119532615,54594.09882133594
493,49952.62759949826,41194.8765039593
494,59440.59633695148,53150.99036784796
495,58964.17915258929,45004.12141641416
496,63349.16002588719,44254.216465794016
497,47055.29055014439,55294.49059282197
498,51300.812482357025,55313.8296899749
499,56539.43207151815,36363.065871506
500,33538.93901320733,40153.287155934144
501,45675.85664054565,37041.469107431825
502,52786.993671663105,57117.19030380342
503,52246.07474491745,49455.21017988911
504,42028.236365364864,57821.60259602172
505,51854.16859675385,37258.73062000051
506,63398.113430678844,41263.63933343068
507,62148.185377968475,45150.07510992652
508,62744.71365706809,42756.30539523298
509,37135.56703550741,57148.386948552914
510,45500.08523650654,62119.076466275845
511,36032.47932189703,43239.54934383463
512,37606.35413116589,43199.4693968785
513,36336.7154899966,34923.94677188201
514,72530.49072944,80395.49859661376
515,52947.308719906956,42904.51764274947
516,44153.1337311957,55132.53037115652
517,36193.81307295896,43136.8632305474
518,35077.65049533732,43977.40133805666
519,61799.568764172494,41801.45149778109
520,32339.91324759461,54896.05715483986
521,56879.25464112125,40219.384378432296
522,49861.39190316573,60118.704843885265
523,55936.311538228765,45492.56135994289
524,55307.43838884495,49512.090986258816
525,52455.40917454474,47002.67895230418
526,54671.717094320804,52897.29438593425
527,41464.81246358156,39207.6744671152
528,58368.60989154875,41565.294071258046
529,40258.060325386,48689.5846377369
530,26584.12418805994,60503.57010167558
531,54060.69360898808,49444.57760794088
532,32673.811120372266,45865.63955753483
533,48993.70503538847,52851.490725183394
534,53911.58191656694,51026.09106351063
535,34935.87797059491,46314.999021173455
536,54967.901896955445,52577.44341648277
537,44517.66580192186,41406.47933963779
538,86114.9826675225,69824.16452924209
539,68602.34432750382,50623.5331138568
540,56540.78596274182,56218.36620120052
541,47734.21235113591,59400.33388183173
542,59565.64925333671,50395.275207375176
543,54969.7712554466,50101.235040313564
544,55970.86555477418,48313.719701345544
545,38445.81335045397,37793.67351090023
546,64433.31849218719,44772.74018999515
547,54306.62058021873,45914.756906750146
548,42831.7718780376,59137.022127443925
549,60994.1258821059,68733.76241935324
550,33758.133095292374,53557.86425357591
551,35006.476128084585,37882.95135140885
552,37098.65098379366,36001.50559303537
553,57920.700883617625,48327.90614375472
554,57709.59162107855,51564.24188133143
555,62588.75719421543,54409.46154845739
556,56955.394831182435,39698.21578019578
557,54832.076224565506,52977.881271334365
558,24971.73671781458,63879.72823620215
559,43209.17656769231,53820.36021171464
560,56989.38727220148,56594.19221223425
561,40592.01840257272,54215.87108396599
562,87513.21232501417,69528.62797881803
563,58817.25073206797,49520.08379129227
564,37200.78986823559,45650.70147577161
565,44206.636418029666,56248.318285946734
566,32048.258967300877,42922.954411571845
567,47031.92677310482,42790.21119448077
568,45280.362989520654,43313.53194665024
569,46323.70520846173,60890.652241239324
570,45988.86108369939,57411.15761093283
571,38874.13186922297,61120.198885053396
572,54535.85607575439,39849.24275957188
573,37313.70865391195,49191.16668907786
574,47095.33480899967,52559.327237011865
575,55721.477010153234,52383.70411875099
576,45659.29583239555,44717.458256180864
577,53952.76763307117,42956.96126875654
578,33484.34819222987,58248.8313531708
579,60890.03089076094,48802.565600005444
580,53003.602189246565,54544.012504731305
581,46513.12483098172,24422.841674790718
582,49120.3553171996,20716.64089433849
583,44150.983636895195,14249.85123879183
584,52502.02219051495,8560.811230490915
585,50016.23068984784,1205.1177803203464
586,49841.63930748962,1287.001102087088
587,49236.043608473614,2359.1819633441046
588,49689.0864875149,10963.951524537057
589,45966.16210935265,1539.351736462675
590,53236.80760720745,4611.3334987889975
591,47763.267767135054,2224.553598076571
592,49969.899997249246,3604.8177426070906
593,42983.6259314511,5316.651113260072
594,48139.71847985685,3295.038298690226
595,52521.04422189109,4376.98305146629
596,50555.92575345747,1736.1893564211205
597,42447.466415602714,1582.8444284452125
598,47063.023718096316,31341.311953870114
599,39445.43305064179,17997.07210496301
600,47384.67640674114,4313.409275783692
601,48997.77515469119,3564.7373933638446
602,51324.280864214525,7896.194279224612
603,49260.44403863698,19105.35697478056
604,46911.76095551066,18085.61840678705
605,46621.05980412662,6752.365332078654
606,36425.346857698634,17128.13118876936
607,51008.205367805436,5928.537019059993
608,43294.93236456625,13285.020383998752
609,46607.35802328028,23770.068486817647
610,50217.8074011635,14040.587202712428
611,30139.12533690408,24966.26991693629
612,49080.1339928247,3099.091823440511
613,48247.45870972611,-87.99209942761809
614,40847.60412907228,12120.814721728675
615,49232.33703671768,5172.125048827846
616,50555.11821168102,3879.5624561444856
617,47609.57716476545,15629.688441331498
618,49427.43982101418,1952.5650393799879
619,48208.49068075232,4508.727945019025
620,39554.57911115326,3690.540686901659
621,50620.169076694176,16068.316279603634
622,50432.68139670417,3905.453670432791
623,49497.585557959974,23519.979674086906
624,46561.030407493934,23669.209560553078
625,50806.650243878365,9116.549077295233
626,40383.79182999395,7488.895664656069
627,43490.890630453825,7673.389333079103
628,47819.37813379243,25535.17711553909
629,44793.16810116172,13085.58288575057
630,47084.17541733198,21842.97834977554
631,52869.438768256456,5782.2012392366305
632,53547.568297496065,4258.186573732179
633,29664.968991527334,9815.941281380598
634,34149.96558472328,33582.91375793191
635,56273.59422010742,8411.568813879509
636,51784.03698634729,4630.747206976637
637,56479.59841741994,82669.21931713866
638,54060.556942828,80359.8764765677
639,43437.36366924085,102302.44476417033
640,55826.15611285344,78323.52779834857
641,58778.25398292206,77942.06700965157
642,52890.58187871426,77525.06878358359
643,52301.65973327309,74126.63702361705
644,54922.85290593468,74087.22117284499
645,44884.51789513603,75572.52480047196
646,60034.99677508883,84030.45354583487
647,61664.84694317728,82699.24113260349
648,60282.18048771657,80602.47137821233
649,66362.72103453614,68762.5083867209
650,63299.03502653912,86291.72769009788
651,67545.86063845642,84700.13455592375
652,75468.35790243559,82006.66532523884
653,56666.61690373346,72001.09078795649
654,50550.30769232102,75536.71580577688
655,40475.03026577085,86338.19186955784
656,37658.785767639056,90953.37277759705
657,57461.43709747493,78823.9285670463
658,59878.55652561411,84536.00352240307
659,60004.499954810366,81205.93562679272
660,62719.32453464344,81947.59595815605
661,66230.18182314932,84326.27880564891
662,66049.67582567222,88632.21672735317
663,77326.55169791915,83045.78407185525
664,52671.31542772986,84446.02089748625
665,53536.410973897204,78988.1224997486
666,58309.687812846154,99076.24710708391
667,56235.40963603929,79541.11847321223
668,56012.0589140933,79260.3331037187
669,45385.42574346438,78847.22972986661
670,67320.9829355739,90889.49427941907
671,55368.564211076126,70141.60776996659
672,30860.480594398454,95564.69401279464
673,56198.96197600849,80729.2282091449
674,51773.97597444244,72048.48476367164
675,53378.17819329351,71432.25742514199
676,55780.48867007345,72757.69613702456
677,54282.157094147056,79885.8212707201
678,33555.56845665909,76007.35075164633
679,35270.92575587705,81283.92903364962
680,52179.216130258515,69925.8034518878
681,65859.31260622852,83244.30153253675
682,61388.07429615408,82188.5515274615
683,47818.92880992778,99708.94644854264
684,57790.46001633257,74800.86543837562
685,63688.59233529493,81973.4775566021
686,65537.63458854333,91155.66461023409
687,57313.380895515904,75035.69087069435
688,49876.063344618306,101656.35196247557
689,49830.51614429057,92128.38140563527
690,55633.47914119251,98072.63337513246
691,60049.516586750746,92724.77738799388
692,56886.97253315896,84361.0571692884
693,65848.06161080673,90486.23501163907
694,60647.32856332697,64172.24391964171
695,42152.939596280456,92908.31015415723
696,31961.452713208273,92165.23157680593
697,28583.477263044566,89879.78227543458
698,31142.752868756652,84871.51791735925
699,34874.60489207879,79872.66576982103
700,30728.706489751115,77269.86994204251
701,35657.25456510298,73675.82826918224
702,51269.00538709946,76301.2476562201
703,31851.204417247325,86270.9889665246
704,43201.356798255816,82099.68499909434
705,39261.75950206071,88924.30173789104
706,41804.29976392537,70468.4778387486
707,50377.013301990926,78635.39467704762
708,65439.620751250535,90945.43616231484
709,75213.5116708912,83182.85786050418
710,78349.37253412418,82663.00700617023
711,63969.16877007857,90997.66287583951
712,56213.24568774365,75202.40142788412
713,61036.99321602285,89570.97249323502
714,30183.732344953343,78706.57854032423
715,37003.13403425366,65387.81342899706
716,31793.27353674546,64349.40365417255
717,52794.89614454284,84725.03588612517
718,30001.115634234622,76364.20421947492
719,65231.44009292498,82922.37662663264
720,54481.39648877457,89643.98276649415
721,63559.54399115406,89555.309157087
722,65119.05393916741,92132.52373334998
723,55859.52406177111,84417.06543884194
724,66169.9278920535,91893.85913795698
725,60386.8861469049,88630.89637307636
726,60796.54765835218,90537.34085461218
727,37227.06255695224,86424.47619739827
728,37905.83429838158,87932.10278628068
729,38200.82239815034,85668.76028091041
730,53520.17015561648,70953.97950220294
731,51518.8726158347,74574.02769613825
732,41864.42839645408,87411.66842504079
733,41218.69409019314,88945.01646815054
734,29863.052920455113,77212.29231403768
735,47883.4832578972,79565.15966106113
736,39239.531929790974,80696.67001210246
737,48706.136978959665,93667.54662822746
738,40332.65334657766,86925.49894300755
739,65506.43399821222,86726.02632243885
740,49642.388295926154,71182.10999665689
741,50987.124346565455,97501.9954007538
742,50529.564336396754,93059.82098282035
743,41511.49446198158,101130.28713432606
744,47501.6842091158,102177.21529340977
745,26033.61970358342,86723.40711811511
746,33385.30406752601,98945.35388423968
747,30740.866948598996,85710.49709758349
748,25429.788477819413,73675.67701870529
749,53068.646273076534,75772.9015738368
750,57784.18617557548,74103.13598865923
751,46813.740623731166,70243.36074337689
752,68291.01771565713,69742.40991625516
753,76023.25273852982,79638.38250673516
754,47952.58590164594,72995.63567099487
755,100373.95840567164,46529.53734134603
756,42822.87711028941,81354.23305148724
757,37363.54567480087,79373.77695246646
758,60347.019789909944,86420.87404650915
759,72737.72707436047,84495.56501677679
760,29889.801457663998,77108.04041065043
761,79562.80010615103,80177.80365654873
762,59372.77492201328,75899.36118943151
763,55848.36219563708,71316.07347302558
764,58556.84363117628,83407.12275995594
765,56824.188440963626,97927.02146825101
766,39742.65668745153,89678.1065500225
767,54355.51888529584,70984.12240065308
768,79717.53491499834,82532.65700987913
769,51162.724256616086,74532.77772625489
770,73440.2291297093,85471.88999364944
771,68560.49813804589,87602.6723340922
772,67002.59864572808,87355.67446518596
773,51344.37774018943,89642.80770868715
774,45181.245703211054,73584.84713760857
775,56088.8092932459,65435.64617620548
776,54219.5028551016,77310.42365582893
