latitude,longitude
31.231975,121.554791
31.237776,121.505557
31.236564,121.52002399999999
31.232006,121.472736
31.165215,121.528392
31.16516,121.513515
31.147677,121.523877
31.113176,121.513111
31.227367,121.47343099999999
30.913506,121.49191499999999
31.238313,121.483768
31.248836,121.51363699999999
31.229617,121.555217
31.231183,121.49986899999999
31.221848,121.47125
31.226017,121.511754
31.237502,121.48208799999999
31.222356,121.46918099999999
31.245285,121.51578699999999
31.224255,121.50505299999999
31.237959,121.506461
31.254213,121.528149
31.220755,121.483649
31.214462,121.485582
31.247824,121.51258899999999
31.237751,121.53729399999999
31.228675,121.542076
31.238459,121.482925
31.21987,121.475231
31.228418,121.51233699999999
31.240828,121.51108099999999
31.235651,121.47989899999999
31.224852,121.520456
31.243602,121.53962999999999
31.234634,121.51522899999999
31.248674,121.51655799999999
31.227838,121.510346
31.238855,121.52158399999999
31.242332,121.504475
31.204048,121.61600399999999
31.177133,121.63388599999999
31.211809,121.64983
31.151765,121.83859799999999
31.212518,121.685285
31.213552,121.70193599999999
31.264632,121.71005
31.139678,121.78136099999999
31.247008,121.503318
31.240129,121.503755
31.213236,121.49779099999999
31.231258,121.498031
31.222567,121.473011
31.239351,121.53277
31.240303,121.52918899999999
31.240553,121.515558
31.219844,121.484521
31.235683,121.47492
31.24788,121.51418799999999
31.224998,121.47602699999999
31.220811,121.507392
31.235475,121.546307
31.250064,121.527542
31.219209,121.47893599999999
31.283156,121.499181
31.220094,121.490814
31.225845,121.54848399999999
31.226293,121.474634
31.245045,121.52031
31.236926,121.52235999999999
31.24746,121.513407
31.230798,121.479231
31.171143,121.307541
31.124927,121.405512
30.972406,121.374617
31.042191,121.24853399999999
31.137945,121.38489
31.022853,121.566841
31.203291,121.110849
31.144993,121.428237
31.033494,121.297203
31.022317,121.467368
31.18941,121.16774699999999
31.096732,121.474436
31.10597,121.41577699999999
31.154626,121.228195
31.143612,121.377359
31.036514,121.250222
31.036054,121.250958
31.128321,121.423616
31.128506,121.454562
31.140844,121.459215
31.140031,121.4688
31.108911,121.41032
31.071103,121.432345
31.039505,121.50784399999999
31.013985,121.454568
30.999569,121.415747
31.155933,121.152126
31.175449,121.304142
31.14937,121.142859
31.117954,121.41399899999999
31.108486,121.40421099999999
31.135756,121.423341
31.027747,121.261444
31.111128,121.439954
31.042158,121.256971
31.127045,121.361706
31.121591,121.352768
31.008429,121.321153
31.028549,121.325699
31.119713,121.458671
31.185348,121.326155
31.139072,121.48473
31.042924,121.43318
31.012814,121.433928
31.015266,121.44286199999999
31.035815,121.48906099999999
31.03042,121.452243
31.041757,121.486768
31.016623,121.413563
31.049343,121.37248199999999
31.125317,121.47926799999999
31.059673,121.474718
31.095648,121.40200499999999
31.099535,121.438769
31.066847,121.42470499999999
31.134599,121.432538
31.117804,121.451788
31.103179,121.06467699999999
31.154452,121.24645199999999
30.979136,121.23272999999999
31.114095,121.29605199999999
31.121754,121.34831299999999
31.084396,121.30040299999999
31.06332,121.346791
31.018552,121.34611299999999
31.006513,121.27075599999999
31.017155,121.25796799999999
31.035381,121.219652
31.054786,121.232374
31.069045,121.259315
31.017072,121.26915299999999
31.008976,121.259829
31.004417,121.456009
31.002807,121.226872
31.00926,121.290433
31.037468,121.28042099999999
31.022001,121.27987499999999
31.07802,121.18414899999999
31.016781,121.274355
31.012542,121.179672
30.951694,121.35863099999999
31.139955,121.355701
31.102071,121.385796
31.093415,121.366067
31.13465,121.363863
31.074915,121.364668
31.115813,121.27330699999999
31.131344,121.305391
31.135461,121.44183299999999
31.112266,121.390648
31.11419,121.41655
31.113111,121.312479
31.209203,121.469051
31.17149,121.309941
31.048821,121.44861399999999
31.047798,121.241952
31.013049,121.25236699999999
30.993436,121.32254499999999
31.020331,121.251375
31.131574,121.45249799999999
31.10055,121.444846
30.891065,121.04177999999999
31.304305,121.51182
30.890174000000002,121.277377
30.831905,121.22269399999999
30.793446,121.224122
31.072321,121.46112699999999
31.102442,121.463393
31.110765,121.40861
31.087166,121.431857
31.010016,121.448797
31.117843,121.406437
31.147283,121.47904799999999
30.972437,121.05741599999999
31.016336,121.275607
31.144873,121.39133299999999
31.118242,121.166857
30.987312,121.10759999999999
31.004729,121.441105
31.066351,121.400342
31.127981,121.497242
31.097555,121.426789
31.09823,121.20650699999999
30.97242,121.296307
31.051684,121.363991
31.061013,121.377934
31.063458,121.233058
30.99862,121.260093
31.032425,121.14275099999999
31.146718,121.46409799999999
31.119022,121.359668
31.037498,121.229382
31.119086,121.418663
31.015466,121.42992799999999
31.077914,121.41575399999999
31.105966,121.370114
31.04531,121.25678599999999
30.959149,121.26950199999999
31.084314,121.49184699999999
30.954194,121.170902
31.118453,121.393953
31.029655,121.434265
31.147377,121.496641
31.079647,121.454923
30.915618,121.138623
30.936267,121.24803999999999
30.772001,121.284785
30.886207,121.34198099999999
31.160291,121.136248
31.020421,121.33986399999999
31.035291,121.241326
31.039438,121.31396799999999
31.027896,121.42173299999999
31.129875,121.43831499999999
31.092974,121.37540899999999
31.031315,121.279467
31.007421,121.406133
30.992089,121.28972499999999
31.06663,120.953441
30.844647,121.251634
31.045935,121.256577
31.11503,121.482329
31.054906,121.438801
31.052037,121.02018299999999
30.917437,121.081882
30.891729,121.235018
30.986211,121.152166
31.104452,121.045034
31.127952,121.116283
31.110249,121.089068
31.17374,121.157799
30.896207,121.200589
31.06904,121.17513699999999
31.164369,121.13850699999999
31.082803,120.991074
31.145875,121.139972
31.168738,121.135134
31.140387,121.157741
31.116896,121.09593199999999
30.889505,121.048411
30.931344,121.30452
31.129692,121.12072099999999
31.102898,121.0636
30.876439,121.11960699999999
30.864688,121.22346999999999
31.151965,121.15608399999999
30.886467,121.201
31.164,121.140024
31.045593,121.16673
31.216545,121.12345499999999
30.935228,121.352526
30.936369,121.09925399999999
30.932119,121.211452
31.154044,121.171481
30.803743,121.282203
30.895685,121.054986
30.895617,121.248528
31.154018,121.14676
30.954723,121.36787
31.134672,121.108774
31.00662,121.076934
30.938537,121.318822
30.972326,121.220171
31.107088,121.18969999999999
31.234025,121.131371
30.896552,121.189825
31.009198,121.099346
30.855506,121.06007299999999
30.871653,121.09276
30.894549,121.17601599999999
30.828519,121.267167
30.897853,121.271367
30.87075,121.107489
30.790143,121.201082
31.15411,121.13121
30.990973,121.15461599999999
31.181516,121.18296799999999
31.070151,120.99549499999999
31.141902,121.144464
31.173579,121.213764
30.807978,121.259621
31.106756,121.07776399999999
31.095449,121.098636
31.065716,121.133184
31.039111,121.22936399999999
30.89368,121.30679099999999
30.892252,121.11945999999999
30.770665,121.16578799999999
31.038852,120.95359099999999
31.079007,121.08710599999999
30.976509,121.047322
30.863379,121.12788499999999
30.87237,121.082534
30.826195,121.204985
30.888247,121.21141499999999
30.886315,121.20195
31.203179,121.129932
31.05524,120.99504599999999
30.942651,121.175692
31.022048,120.943564
30.980252,121.078915
31.054697,121.055573
30.906975,121.220317
31.140771,121.37855599999999
30.835231,121.213893
30.79935,121.336737
30.90327,121.20314499999999
30.98764,121.151021
30.870416,121.309193
31.149267,121.19761
31.172408,121.20615699999999
31.129923,121.197668
31.182318,121.194558
31.185786,121.20608999999999
31.149839,121.20744699999999
31.108448,121.04578599999999
30.94311,121.13104399999999
30.799499,121.22997199999999
31.19415,121.120396
31.089148,121.41238799999999
30.954063,121.122191
30.825196,121.211939
31.147887,121.75356
30.890582,121.340831
30.901738,121.19808499999999
30.94178,121.32414899999999
30.927009,121.230897
31.050288,120.932383
31.057749,121.424815
31.155649,121.344659
31.120484,121.30287299999999
31.118217,121.268687
31.124629,121.414142
31.131876,121.469827
31.106896,121.267099
31.055497,121.355582
31.0993,121.302601
31.070224,121.342672
31.041787,121.249478
31.142744,121.40045599999999
31.103849,121.423814
31.040249,121.44515399999999
31.09909,121.487156
30.990684,121.373842
30.996562,121.403532
31.181409,121.255804
31.124307,121.360401
31.020992,121.37536899999999
31.113193,121.460568
31.050452,121.45626299999999
31.044531,121.495694
31.12973,121.349288
31.129401,121.38754899999999
30.983552,121.434615
31.01322,121.22786699999999
30.989168,121.336928
31.143069,121.400937
31.084198,121.396064
31.148511,121.304277
30.990375,121.39254799999999
31.021507,121.496155
31.051596,121.48486
31.033097,121.490248
31.143641,121.260252
31.182069,121.335318
31.036815,121.25028499999999
31.036248,121.26449
30.972745,121.253052
31.322472,121.578143
31.033713,121.40236999999999
31.12816,121.323302
31.036001,121.251741
31.042606,121.241675
31.02586,121.481736
31.126572,121.217124
31.013301,121.437646
31.166578,121.37452499999999
31.053738,121.42918399999999
31.084597,121.423575
31.065299,121.39793399999999
31.110591,121.417895
31.00525,121.29924899999999
31.023906,121.450952
31.0782,121.288395
31.169062,121.165543
31.084006,121.412393
31.057128,121.220081
31.110834,121.36673599999999
31.096175,121.411065
31.060608,121.240397
31.108151,121.42054999999999
31.022606,121.32654799999999
31.241339,121.700187
31.093143,121.543015
31.136345,121.43461699999999
31.161285,121.35535999999999
31.092004,121.46167799999999
31.0891,121.420554
31.075455,121.42950499999999
30.994502,121.27209699999999
31.048337,121.505479
31.056845,121.414581
31.158725,121.31146
31.233019,121.47451
31.116377,121.229844
30.995701,121.24107
30.98092,121.259935
31.075881,121.44694
31.10075,121.44507499999999
31.122785,121.488868
31.009302,121.43833
31.111221,121.419333
31.195183,121.151026
31.117912,121.31486799999999
31.139308,121.438625
31.120711,121.29141899999999
31.239129,121.712733
31.085189,121.45496899999999
31.055182,121.26082199999999
31.136747,121.32377299999999
31.03441,121.21448799999999
31.033519,121.34905599999999
31.037399,121.333356
31.172711,121.342693
31.145938,121.339709
31.173897,121.275921
31.010172,121.416669
31.08241,121.26186
31.108697,121.349654
31.106739,121.42729899999999
31.048252,121.336742
31.034077,121.411412
31.152434,121.227358
31.079791,121.473552
31.123269,121.40290399999999
30.892013,121.344422
30.863335,121.367876
30.813245,121.32325
30.769031000000002,121.398382
30.712616,121.375931
30.713277,121.37435599999999
30.72165,121.368901
30.788012,121.37298399999999
30.715392,121.339502
30.73848,121.40499899999999
30.720744,121.35563599999999
30.73116,121.375531
30.744114,121.312849
30.728993,121.359031
30.736729,121.39855299999999
30.716627,121.38080599999999
30.715198,121.308027
30.945348,121.34933
30.841808,121.28108599999999
30.736887,121.35224799999999
30.730993,121.366762
30.764065,121.38776399999999
30.850888,121.36913
30.843162,121.347988
30.755702,121.345399
30.835556,121.253835
30.748928,121.384914
30.805657,121.315598
30.886987,121.345271
30.811663,121.377741
30.895787,121.197434
30.727386,121.36750099999999
30.702852,121.359978
30.796422,121.293683
30.743376,121.36888599999999
30.733183,121.380815
30.824215,121.35423999999999
30.718482,121.37062399999999
30.738362,121.359658
30.731391,121.282078
30.827239,121.381378
30.733404,121.37970999999999
30.884897,121.37127699999999
30.886207,121.344856
30.77357,121.383085
30.760679,121.289547
30.76239,121.317385
30.900598,121.356145
30.804368,121.328994
30.872147000000002,121.349555
30.747547,121.401697
30.735739,121.407792
30.778849,121.193191
30.962621,121.233345
30.767995,121.432234
30.738783,121.39191
31.339507,121.434078
31.321554,121.41238999999999
31.490078,121.316902
31.306054,121.428203
31.30359,121.454601
31.299836,121.40185199999999
31.273808,121.396554
31.273439,121.42011799999999
31.285323,121.32981
31.350437,121.465896
31.340196,121.48053999999999
31.324139,121.46809599999999
31.232551,121.522914
31.367547,121.495273
31.354863,121.53355099999999
31.334839,121.604546
31.257645,121.435741
31.284904,121.38074399999999
31.367426000000002,121.290365
31.403107,121.26495899999999
31.310155,121.44282899999999
31.354307,121.46449299999999
31.32876,121.465609
31.334308,121.490039
31.352038,121.521721
31.385077,121.520074
31.342533,121.621316
31.352975,121.399915
31.31103,121.40767
31.465613,121.45044299999999
31.315459,121.431872
31.313271,121.42987199999999
31.310534,121.33429699999999
31.402321,121.53149599999999
31.243187,121.424138
31.438577,121.20387099999999
31.324574,121.43155499999999
31.257925,121.39181099999999
31.253032,121.406268
31.263322,121.427809
31.317919,121.41437599999999
31.288863,121.227987
31.329304,121.243438
31.24157,121.395478
31.343772,121.518378
31.336296,121.47804599999999
31.470647,121.356156
31.279327,121.445768
31.334352,121.498786
31.404481,121.51544399999999
31.281049,121.441502
31.485338,121.374691
31.412316,121.37424499999999
31.457499,121.426507
31.417106,121.465988
31.352555,121.437725
31.399312,121.518245
31.197972,121.471369
31.417893,121.305381
31.412685,121.213702
31.394652,121.183498
31.356635,121.206418
31.318506,121.239858
31.298222,121.20267899999999
31.270857,121.246906
31.290651,121.38722999999999
31.367478,121.21274899999999
31.335149,121.314791
31.387324,121.27942999999999
31.245677,121.302292
31.308721,121.379184
31.402882,121.514561
31.343891,121.602256
31.339426,121.630546
31.403516,121.501291
31.282149,121.431665
31.392935,121.47486599999999
31.309159,121.197813
31.206994,121.25906099999999
31.199165,121.21221299999999
31.355104,121.401028
31.291147,121.196174
31.341381,121.512716
31.392784,121.41615999999999
31.392528,121.49760099999999
31.412028,121.51166699999999
31.352827,121.428536
31.410072,121.52113999999999
31.385731,121.469032
31.400349,121.47269899999999
31.368456,121.26109199999999
31.379902,121.267209
31.362498,121.26988499999999
31.249354,121.40754799999999
31.277352,121.38949099999999
31.375721,121.30282299999999
31.38743,121.297023
31.297635,121.19493999999999
31.316167,121.35671099999999
31.32421,121.279235
31.42427,121.364108
31.371932,121.289082
31.370522,121.515192
31.251624,121.37257799999999
31.453317,121.384715
31.41934,121.380556
31.480854,121.29967099999999
31.489565,121.353297
31.370436,121.160619
31.464795,121.226495
31.363003,121.202823
31.270366,121.155158
31.286372,121.403455
31.27397,121.44571599999999
31.244609,121.347123
31.240081,121.540234
31.316591,121.60953099999999
31.265732,121.357337
31.062296,121.828229
31.329369,121.31140099999999
31.31433,121.26230199999999
31.368784,121.46869
31.353958,121.580019
31.296839,121.195179
31.320203,121.64146699999999
31.287977,121.45992199999999
31.252263,121.428427
31.345508,121.452654
31.456559,121.437157
31.393063,121.283755
31.249585,121.41505199999999
31.338265,121.642877
31.277093,121.38627699999999
31.361497,121.586315
31.377183,121.542637
31.375231,121.52865899999999
31.393005,121.38792
31.270109,121.33247499999999
31.207123,121.430572
31.298147,121.4138
31.358038,121.62015099999999
31.338507,121.295947
31.356401,121.33550299999999
31.228777,121.350618
31.217899,121.330221
31.245415,121.18298
31.264356,121.41015
31.275898,121.44457999999999
31.287524,121.44989899999999
31.247361,121.43141899999999
31.381276,121.509729
31.324389,121.47779399999999
31.367333,121.601739
31.252002,121.39669599999999
31.431159,121.473599
31.394839,121.292075
31.41639,121.309952
31.399918,121.512648
31.420271,121.412775
31.377449,121.32931599999999
31.361593,121.416466
31.291975,121.26946699999999
31.336204,121.346119
31.244245,121.255978
31.266611,121.17798499999999
31.48309,121.2683
31.380715,121.29292699999999
31.323738,121.32929999999999
31.274602,121.312827
31.347493,121.6241
31.428436,121.24743199999999
31.303396,121.31473799999999
31.298967,121.378064
31.38045,121.44552999999999
31.202849,121.288018
31.410844,121.227121
31.397943,121.508529
31.24292,121.417501
31.236816,121.164374
31.340476,121.23312899999999
31.277429,121.427815
31.262416,121.419314
31.407287,121.52561899999999
31.250484,121.414722
31.449444,121.363468
31.378853,121.326736
31.369063,121.30383599999999
31.265353,121.41899199999999
31.384479,121.45678
30.945802,121.390451
31.46642,121.271594
31.29801,121.193778
31.373807,121.564253
31.283591,121.388616
31.362102,121.52955899999999
31.204215,121.324782
31.427301,121.307248
31.498823,121.35940699999999
31.286579,121.366514
31.298195,121.45499699999999
31.227291,121.333597
31.275568,121.445605
31.453348,121.438383
31.307325,121.462313
31.395713,121.433899
31.279604,121.368265
31.285867,121.414936
31.337941,121.657478
31.327998,121.480018
31.267041,121.36162399999999
31.365551,121.397117
31.393441,121.467078
31.259094,121.375176
31.291284,121.341686
31.447346,121.279529
31.398481,121.488616
31.4106,121.392443
31.375375000000002,121.460995
31.217035,121.31051199999999
31.379587,121.573436
31.228023,121.372153
31.341765,121.46882099999999
31.425068,121.458159
31.211651,121.32376199999999
31.231094,121.30086999999999
31.341456,121.54400799999999
31.240428,121.27878
31.257832,121.42404599999999
31.255767,121.41781399999999
31.394738,121.310368
31.32608,121.348277
31.257906,121.39468799999999
31.40078,121.280851
31.256357,121.39411199999999
31.269241,121.400672
31.233952,121.38045299999999
31.393748,121.52183
31.252115,121.224412
31.212437,121.159543
31.262795,121.44581699999999
31.302359,121.42231
31.348346,121.54398099999999
31.285673,121.453544
31.271426,121.418138
31.315751,121.21917499999999
31.47968,121.373519
31.43446,121.457309
31.293495,121.417661
31.271507,121.28199
31.33484,121.33159099999999
31.328332,121.25076399999999
31.433238,121.249274
31.218436,121.226312
31.220265,121.209504
31.456432,121.34422199999999
31.301171,121.35137499999999
31.271259,121.24615999999999
31.229185,121.230688
31.330405,121.21325999999999
31.406734,121.32879399999999
31.368082,121.202317
31.249967,121.17303899999999
31.341887,121.52585699999999
31.355838,121.55291799999999
31.438816,121.271451
31.364668,121.34343799999999
31.33679,121.323331
31.472515,121.38180899999999
31.373624,121.58822099999999
31.251201000000002,121.43328199999999
31.29757,121.494064
31.258653,121.40169399999999
31.33163,121.490968
31.379861000000002,121.316614
31.358735,121.500301
31.2842,121.251762
31.450568,121.28128699999999
31.291688,121.231015
31.243149,121.387564
31.32464,121.178288
31.28624,121.254025
31.35833,121.476697
31.407179,121.26983999999999
31.417208,121.374573
31.124969,121.47758599999999
31.460153,121.370261
31.385079,121.421607
31.441104,121.28146799999999
31.36619,121.440175
31.24531,121.32115499999999
31.346015,121.20303399999999
31.277947,121.19411099999999
31.289552,121.29607
31.382633,121.49427299999999
31.224885,121.27902999999999
31.389888,121.271504
31.261422,121.40417599999999
31.272421,121.311387
31.259122,121.14235699999999
31.332231,121.43799999999999
31.418921,121.37402399999999
31.407831,121.46720699999999
31.349628,121.51513
31.232544,121.197381
31.321465,121.458309
31.218409,121.19113
31.23302,121.244886
31.291924,121.456412
31.274574,121.40769999999999
31.393777,121.403702
31.358067,121.46905299999999
31.422876,121.447364
31.332241,121.615579
31.289098,121.394268
31.309762,121.617869
31.26313,121.423862
31.294617,121.400858
31.251256,121.24933399999999
31.357382,121.608813
31.41339,121.521643
31.278903,121.379143
31.285192,121.147409
31.195926,121.23992399999999
31.353328,121.59308399999999
31.494465,121.349813
31.363728,121.46028799999999
31.237502,121.17251999999999
31.367744,121.48413
31.401251,121.495948
31.296941,121.188069
31.254643,121.336569
31.308853,121.237388
31.309584,121.182654
31.38126,121.369546
31.236409,121.290235
31.381832,121.30216899999999
31.297583,121.347887
31.296964,121.323359
31.321995,121.319018
31.411487,121.506479
31.239168,121.355986
31.346838,121.531104
31.289808,121.435149
31.221475,121.16836699999999
31.315348,121.19212399999999
31.30155,121.451433
31.300314,121.33358399999999
31.33585,121.462605
31.320547,121.60300799999999
31.324578,121.462695
31.250495,121.116119
31.452264,121.438839
31.376545,121.397734
31.459733,121.356652
31.353395,121.318574
31.320181,121.389157
31.311203,121.135589
31.28801,121.384311
31.466653,121.40941
31.252672,121.388381
31.399283,121.39194099999999
31.361428,121.27587199999999
31.364482,121.301735
31.289751,121.33068
31.280823,121.17469
31.281176,121.237285
31.433991,121.319459
31.330403,121.35866299999999
31.316064,121.43769599999999
31.304232,121.386899
31.181978,121.535153
31.174068,121.52438
31.253241,121.582703
31.269749,121.62663699999999
31.160795,121.528605
31.224257,121.658153
31.212048,121.551912
31.280493,121.566121
31.262992,121.56244699999999
31.247916,121.60354699999999
31.19577,121.51052399999999
31.219323,121.648405
31.258049,121.587452
31.201269,121.563446
31.204769,121.51454899999999
31.208681,121.524411
31.217506,121.554007
31.252071,121.648781
31.200121,121.46844399999999
31.270135,121.571006
31.259846,121.65030499999999
31.199973,121.501154
31.244778,121.55296399999999
31.208724,121.54570299999999
31.281438,121.58916099999999
31.205436,121.56975
31.195138,121.628906
31.214164,121.53498099999999
31.214772,121.52456699999999
31.27504,121.563576
31.283722,121.57695199999999
31.26469,121.566661
31.257307,121.550674
31.257255,121.56631999999999
31.254814,121.6202
31.243128,121.556299
31.210105,121.57261299999999
30.776916,121.401664
31.210151,121.508399
31.218142,121.528825
31.156846,121.550291
31.236853,121.56495
31.2435,121.573399
30.881477,121.433506
31.18816,121.579179
31.201077,121.54544899999999
31.247422,121.619362
31.23496,121.56806499999999
31.260031,121.627782
31.174736,121.580213
31.177853,121.500907
31.178575,121.544884
31.171751,121.553078
31.205474,121.49122299999999
31.199485,121.65265799999999
31.214566,121.519646
31.226046,121.559861
31.213182,121.533537
31.221629,121.57502099999999
31.273706,121.618775
31.205679,121.54930499999999
31.196043,121.54092399999999
31.241528,121.55627
31.232937,121.560959
31.225942,121.56650099999999
31.220204,121.547715
31.24716,121.571703
31.206272,121.56068499999999
31.243617,121.55984
31.218752,121.564763
31.2061,121.503261
31.18833,121.53281899999999
31.177671,121.552511
31.26457,121.603448
31.256723,121.61933499999999
31.255641,121.609652
31.249195,121.588838
31.208197,121.61567799999999
31.239247,121.593643
31.228598,121.602549
31.240038,121.633592
31.213461,121.626784
31.206734,121.589328
31.184344,121.561117
31.187391,121.59172
31.206115,121.64137199999999
31.228125,121.58045999999999
31.163498,121.594061
31.167187,121.633764
31.175368,121.631074
31.267452,121.637631
31.277438,121.61761299999999
31.260741,121.598259
31.193356,121.56199
31.253516,121.634868
31.224056,121.556598
31.212336,121.629187
31.17471,121.5359
31.227377,121.58197399999999
31.215291,121.51200899999999
31.288383,121.584193
31.22472,121.56114699999999
31.245747,121.562733
31.264568,121.571658
31.210749,121.529519
31.213842,121.50125899999999
31.262694,121.592225
31.186791,121.568001
31.207024,121.62933
31.147573,121.51625899999999
31.179573,121.601058
31.202089,121.496051
31.234112,121.57104199999999
31.211773,121.576432
31.182155,121.52851299999999
31.251214,121.63
31.229819,121.591793
31.257281,121.64190599999999
31.215106,121.59287599999999
31.153431,121.53745699999999
31.208111,121.59443999999999
31.28336,121.62425499999999
31.179461,121.55129699999999
31.296351,121.60337399999999
31.291468,121.592795
31.27732,121.568022
31.214602,121.558702
31.263573,121.57011
31.260664,121.611223
31.257993,121.643824
31.192977,121.61660499999999
31.25588,121.65205999999999
31.214339,121.52922699999999
31.215606,121.488547
31.228558,121.562073
31.210651,121.659781
31.218795,121.66714599999999
31.201001,121.61536699999999
31.166886,121.553328
31.230719,121.55686899999999
31.267716,121.615658
31.254846,121.626491
31.157289,121.581992
31.245572,121.564438
31.268176,121.574185
31.19091,121.52009799999999
31.193225,121.58338599999999
31.249331,121.59579799999999
31.180947,121.662179
31.372922,121.414271
31.345563,121.409239
31.314602,121.42937599999999
31.314714,121.430083
31.289957,121.447818
31.147393,121.455281
31.278755,121.45106799999999
31.25576,121.45375399999999
31.25081,121.46263599999999
31.241658,121.466675
31.238144,121.474464
31.20403,121.484517
31.189272,121.490997
31.154112,121.52372299999999
31.190605,121.55651999999999
31.177914,121.550221
31.190861,121.571379
31.261236,121.55744899999999
31.278657,121.582813
31.267899,121.568857
31.168191,121.53200299999999
31.230291,121.49438599999999
31.209883,121.518919
31.201691,121.508945
31.263084,121.54421099999999
31.192967,121.621901
31.281132,121.60853399999999
31.198341,121.58634199999999
31.18892,121.615828
31.156659,121.170824
31.273268,121.57885399999999
31.221542,121.536395
31.204295,121.507549
31.202929,121.486904
31.191882,121.49174199999999
31.177987,121.488762
31.163097,121.482624
31.194746,121.488391
31.187258,121.49194999999999
31.160429,121.494149
31.195763,121.504235
31.207933,121.516026
31.208731,121.499392
31.166028,121.56818799999999
31.199049,121.635808
31.212401,121.54843199999999
31.205982,121.58104999999999
31.212754,121.49314799999999
31.214405,121.660153
31.208707,121.511561
31.230241,121.55535599999999
31.267369,121.55609899999999
31.216223,121.54970399999999
31.236115,121.57647999999999
31.188908,121.563571
31.215806,121.593525
31.27078,121.561977
31.16293,121.5556
31.174338,121.537348
31.263756,121.623156
31.165386,121.61348299999999
31.209117,121.516374
31.142731,121.473867
31.141743,121.503309
31.26614,121.65258999999999
31.229983,121.40509999999999
31.197338,121.49927199999999
31.21844,121.41617699999999
31.215058,121.439528
31.21967,121.453457
31.198349,121.426288
31.211205,121.431742
31.198737,121.44495599999999
31.214327,121.45768199999999
31.207003,121.45015
31.194204,121.467711
31.18915,121.463359
31.190065,121.47461299999999
31.194663,121.478893
31.177265,121.447161
31.169847,121.450823
31.168776,121.466079
31.194663,121.401268
31.210818,121.41095999999999
31.183555,121.45474499999999
31.222408,121.46266399999999
31.233818,121.448928
31.17735,121.431197
31.182902,121.48278099999999
31.200109,121.46847199999999
31.190736,121.474454
31.222921,121.437553
31.19688,121.41476399999999
31.210939,121.45513799999999
31.215902,121.42616699999999
31.208575,121.428096
31.16956,121.42906099999999
31.21561,121.465048
31.208688,121.464264
31.234081,121.46641199999999
31.227199,121.459251
31.160483,121.406593
31.187479,121.482536
31.231063,121.441268
31.23259,121.442173
31.228753,121.453329
31.209808,121.47271099999999
